monitoring_point_id,internal_index,x_m,y_m,inspection_frequency,inspection_time_h
J053,52,2308.088128649747,2214.428131656494,1,0.2802037523894224
J054,53,7604.707396725854,2949.328505173926,2,0.15783248526971694
J055,54,9519.268842309491,4957.647294558458,1,0.18079541702378138
J056,55,1873.1321317312254,2233.2413855979394,3,0.20833672984920698
J057,56,4170.290821075141,6652.942527563651,3,0.27894529039924876
J058,57,9487.613036841314,1463.8305397274742,1,0.17253821955599433
J059,58,3934.599761244534,2129.490749808305,3,0.2818986385553861
J060,59,9741.197049329217,1419.1107761401634,1,0.19036276704645091
J061,60,518.4054158522622,601.3525414544952,3,0.19700149173590542
J062,61,3933.2169629366663,8981.674068572725,1,0.19517144882917659
J063,62,8835.836374327537,7327.237659186539,2,0.0841150709391924
J064,63,9975.298052978604,9315.95498067392,3,0.1768274807246875
J065,64,3292.427598735952,1855.121899580079,3,0.12028373519988372
J066,65,9358.8155153988,7463.084419639098,2,0.08086514600164124
J067,66,318.9368778338386,6644.29863731394,2,0.25581749910828877
J068,67,3786.194163495823,3738.8361979263186,2,0.11791627668695875
J069,68,3316.974896373983,1692.609422576251,3,0.1841684451416304
J070,69,28.70724188104301,2798.0642825933523,2,0.23954251949842315
J071,70,3514.6686002748575,9555.148324755777,2,0.2024246374784869
J072,71,1237.0828212148622,9642.712157875669,2,0.1517160732307501
J073,72,2074.0243330694498,3566.292209083741,1,0.1940367167946681
J074,73,8215.73617374146,8220.079824621696,1,0.2021972124736543
J075,74,4324.4933402359675,492.57335851017217,3,0.2525399445804046
J076,75,4734.640508570957,3727.1438942498735,1,0.10334407176308422
J077,76,9195.064190503022,1930.261874445467,1,0.20326514938846948
J078,77,3642.488623955831,8969.933649490351,3,0.1346687506294798
J079,78,302.82055077419545,4108.018297554034,2,0.14092175550225194
J080,79,8118.2452757215715,7666.680023429737,3,0.24989744172620743
J081,80,406.4948391592249,348.54385733981474,2,0.19169707819431053
J082,81,625.799432645594,9200.76720878511,2,0.20358046506442473
J083,82,8985.517889679692,3390.6953307222043,3,0.24719849136980365
J084,83,2723.146627468683,9576.89605308789,2,0.2807473679925586
J085,84,2756.3032729481065,37.71615934163752,2,0.17751464658703653
J086,85,7556.523725060236,9164.596036498126,3,0.21475613455578124
J087,86,6339.800428337433,9432.501425246306,1,0.19122168878726875
J088,87,242.5670494152843,2338.6626025484024,1,0.19267552393577025
J089,88,4751.890578536032,9567.776506077043,3,0.2324008205606104
J090,89,9539.105801012864,3865.1478879003866,2,0.17951607429828012
J091,90,2510.468208308813,4299.380839973706,1,0.19732279626741758
J092,91,4934.738437288051,9280.99419895862,2,0.18516798996705863
J093,92,7384.880133220164,8227.552525111283,1,0.28713024805847015
J094,93,7728.093799301626,6072.542312453874,2,0.23382793407966285
J095,94,3277.9981092544176,3195.487816689997,2,0.2728378059917305
J096,95,790.14871358013,1973.1179171566216,1,0.28727972942678665
J097,96,7528.856706614597,2473.075122219083,3,0.13711030470589194
J098,97,647.3302580077944,338.6371941633448,1,0.20309303742949725
J099,98,9802.557708811333,8834.746264310286,3,0.2875187474829664
J100,99,9878.238295925039,2648.913161799429,3,0.2647999523465053
J101,100,840.825975562709,964.2257855132419,2,0.11016957589730733
J102,101,4984.752683969746,7097.711710044492,2,0.10675682996451974
J103,102,4469.631029158224,2341.962988147971,3,0.1772659794205096
J104,103,4168.4063122364705,6203.07645881642,2,0.09596014192442742
J105,104,6741.086187581219,7479.770447206838,3,0.13294052685971935
J106,105,8469.870744189153,6644.252222744125,2,0.09608656873398835
J107,106,1211.6473749094148,8408.711798036353,3,0.22728387196817706
J108,107,1991.90090890212,2474.291263948114,2,0.2524659237780941
J109,108,2453.4029689061645,1533.221995931423,1,0.2773458152333287
J110,109,8841.678195265547,5782.807557899514,1,0.11397825722911226
J111,110,3263.3791912201114,3960.6959560255505,2,0.23754637421340313
J112,111,9924.487266387732,5073.24513243949,2,0.22525643334210155
J113,112,6533.265520924008,9909.55651082271,3,0.11145537954333218
J114,113,1023.32420680613,4747.627592297272,3,0.27422322340455657
J115,114,8191.02706246924,8405.563641212668,1,0.29285985218660443
J116,115,9143.755538305364,403.61865437643087,1,0.12830932277642232
J117,116,2936.7746586272624,1192.1662874811257,3,0.28955090836217695
J118,117,1895.7318067918195,9729.651795918124,3,0.1676165124377998
J119,118,5831.9376553715465,9301.737478011592,2,0.18719737049799362
J120,119,3722.3696345589306,8661.27328408949,3,0.297771720043743
J121,120,4491.138577687903,2599.482221528754,3,0.26313782728624846
J122,121,7777.762760576276,9457.020834560657,3,0.1155225331737934
J123,122,1057.8006235850812,5961.470656820096,2,0.17493479995948055
J124,123,6199.479799695285,2176.454219032414,2,0.19343311271695898
J125,124,3687.0855346334397,1413.6948469405263,3,0.15460555175454038
J126,125,2039.7643744851468,2549.136730897128,2,0.12306382654946485
J127,126,5994.233692603442,6516.428210880991,3,0.15007562503429267
J128,127,2034.417898561337,113.79836640008523,2,0.23887318373106087
J129,128,1851.4509961764359,3121.9573377024203,1,0.0842862441715265
J130,129,5480.448341630922,632.7107852824065,2,0.20189105451783215
J131,130,1013.8776746275923,3952.9671269674914,2,0.17690078239659446
J132,131,5501.376103948963,6391.819457262543,1,0.08397803578194828
J133,132,911.5259835912548,1636.8931828269451,3,0.15292953561123793
J134,133,2833.011945173959,3075.9576274339383,1,0.21726395625621003
J135,134,9531.888369572214,3123.618866900918,2,0.19269770258196023
J136,135,4164.453820751099,8642.463741202848,1,0.09414397436996541
J137,136,9966.203555630149,3637.813750243053,1,0.2967183137095018
J138,137,2036.6717086723008,58.765965265350495,2,0.25343987234146775
J139,138,9016.305815917765,4237.5480468227925,1,0.2937731109023563
J140,139,8203.685811943413,4062.1768368628364,3,0.10305151074002294
J141,140,8828.379464501671,4609.062356729394,1,0.13842413991557434
J142,141,1625.4457928221743,148.34374574537512,2,0.08870940178109488
J143,142,5515.478562004625,6406.666920070964,2,0.2513794346149363
J144,143,9097.94512366646,890.3111199188606,2,0.139498141454688
J145,144,5044.630629694883,1458.8682612735727,1,0.108502223047249
J146,145,2832.950067655349,5211.588753147817,1,0.17289591988108544
J147,146,9254.997899166996,1087.9284429352542,2,0.28051103956039397
J148,147,4905.0964976516225,8048.13614429122,2,0.2601753755518819
J149,148,9668.760732167195,1973.4170512568417,3,0.13689398325464516
J150,149,1266.5035454401586,9430.757093690136,2,0.11286094842889721
J151,150,9755.465828835862,4827.3648555968675,1,0.2822177318725897
J152,151,533.7454831335475,9261.678132144192,2,0.20553088358651583
J153,152,3878.9518241803657,9042.208471321335,3,0.23409183824025592
J154,153,6203.429675714415,8245.557538504698,2,0.0996816857262977
J155,154,1602.7614951375435,7858.255718394186,3,0.09265583273700818
J156,155,2220.750869889042,4044.8455225474454,2,0.23140522569668054
J157,156,8463.513791271518,8291.877021860719,2,0.17356974897505897
J158,157,1829.6554360857065,2181.368771323008,3,0.0959311008391019
J159,158,3997.455830763954,5178.92518315307,2,0.2864369359888358
J160,159,3835.7637345200524,1230.5670342942433,1,0.2195766913852431
J161,160,8972.950219556367,410.9903338449084,1,0.2563582901457057
J162,161,5623.432684129848,7574.612548370171,1,0.09842335577159397
J163,162,381.2870135826185,8382.042596057265,1,0.26837030000187273
J164,163,1177.310153084733,5995.197702626399,1,0.09465695767238153
J165,164,5500.518370345952,6270.4241855506725,1,0.26981049319184613
J166,165,3062.1414370110524,4200.718649343521,3,0.17983017461404346
J167,166,4383.5259362134275,233.75280227572404,1,0.15461339100261995
J168,167,6188.918798129082,4895.015989636863,1,0.2016741060607677
J169,168,7799.748913867044,4582.890408973779,2,0.28386724249566997
J170,169,1795.6903435684258,4732.188463236566,3,0.1389291442690399
J171,170,1070.7607170284284,1284.5587997566954,1,0.10842945597697234
J172,171,4305.990067521654,917.131439021378,2,0.19592130583597778
J173,172,4419.671334649775,5101.612482748611,2,0.13245595728149787
J174,173,407.66790812102107,6364.370221664828,1,0.10407932231744244
J175,174,822.4102796708032,7334.802248606521,1,0.11551880015147449
J176,175,7776.360863476505,5114.817327258583,2,0.09108353778609718
J177,176,542.6493102355956,5039.240635549089,3,0.12438901472907002
J178,177,3778.6262968738115,9508.67979111096,2,0.14863832889726492
J179,178,1361.8571330500006,8570.70111232852,3,0.14710118753342988
J180,179,9961.241827467364,7320.843912105973,3,0.24708961609968344
J181,180,8149.894484101835,1937.0730319334173,2,0.14379138363935878
J182,181,9817.280909843366,4918.699658504246,1,0.19001949196960466
J183,182,9566.392884477595,9160.412236673821,3,0.1191379745268443
J184,183,1651.1151705782079,7883.815223059005,3,0.15634022486812893
J185,184,9305.834786677866,655.1620984849393,3,0.08399588360480797
J186,185,1587.6744928836074,8965.372414405027,3,0.13509872636295003
J187,186,1435.7229511560045,5022.179332697971,3,0.08337614584010433
J188,187,9199.078118809131,2083.2334154760656,3,0.241277684355109
J189,188,2628.67663918929,5060.069727703867,1,0.2012308081624758
J190,189,3190.775168856006,368.3305679963633,2,0.12168042922863123
J191,190,1820.9638747174629,1612.2934696504299,3,0.18444734047390143
J192,191,9364.037608966095,6796.799550043369,3,0.2856214247521178
J193,192,8954.131035271348,1687.4204421135896,2,0.10338189590596011
J194,193,7848.69315209544,1150.7870084245296,2,0.26016243087517704
J195,194,5307.212326569227,6363.186751178574,2,0.17507906887257152
J196,195,3597.791266899921,8729.520995396271,2,0.1889003461606754
J197,196,5551.801213730313,5800.436860973292,1,0.263615065332649
J198,197,8825.349352963347,1046.0879841470405,2,0.1664789366235489
J199,198,9929.546083189642,6297.762159749819,3,0.19147090947413642
J200,199,3942.564110303157,7976.7060556610095,2,0.2313031818519521
J201,200,2647.541193346662,9904.98247511271,1,0.2961369188912553
J202,201,7646.391919358486,4422.816278788991,1,0.15539501759184438
J203,202,482.9145443725136,8198.24297101101,1,0.26310303951817887
J204,203,9840.551977626721,5858.703250323178,1,0.2354795883621701
J205,204,17.909686797841218,337.93153029959666,2,0.2199149287547032
J206,205,1493.6475672551696,6160.520510794073,1,0.1690334959155051
J207,206,4322.328747636598,5126.779851622804,1,0.15646147963415102
J208,207,8955.424506051568,1320.2329343851281,2,0.09196547809345598
J209,208,222.89522397466177,26.154932910290583,3,0.10856008785319422
J210,209,3549.625747184364,1063.6265220559205,1,0.09555901942848136
J211,210,3571.515495636546,2242.5896237223187,1,0.24299562360024402
J212,211,5835.909195330364,5890.916074345015,1,0.1362306528893333
J213,212,4749.018114702659,1347.4869738602647,3,0.11591423446080266
J214,213,9365.909159295466,2435.8826657736754,1,0.09858667199574475
J215,214,1493.1308068970661,958.046694373238,3,0.2650791760071664
J216,215,6382.100965432198,8712.855999579468,1,0.2715183206745046
J217,216,7821.561341714869,4019.528911379764,2,0.22751952553990923
J218,217,2642.3983996462375,114.96037663002001,3,0.1420253221074585
J219,218,6449.473635917952,5623.311764946323,1,0.13328684547834704
J220,219,4437.542379042615,9371.57120686639,1,0.1444728683676738
J221,220,9035.034701257913,440.0198207444328,1,0.18107964754683856
J222,221,2376.688060106085,583.7918007181553,3,0.11465724676242525
J223,222,7788.722373911576,123.50094412562073,2,0.17808141381142284
J224,223,5509.229574859135,9409.20607725219,1,0.13791347473942558
J225,224,1422.6654479785461,1995.1826720131994,3,0.29159303733977493
J226,225,6080.829698048062,5069.482151239865,2,0.29397705954820275
J227,226,6415.699676815011,8133.808047561619,2,0.20035614230615983
J228,227,1746.3947466444974,3093.8249128883467,3,0.1337782286672166
J229,228,3002.6616622480606,484.90777567485986,2,0.29244668941293267
J230,229,8893.524238788043,7829.741796696578,2,0.14810054188914962
J231,230,7153.98613649654,63.494024810100136,1,0.15844846174307714
J232,231,8444.324764359553,7451.874458213129,1,0.08023516128788301
J233,232,4652.655503189456,7417.549465263729,2,0.16395785345476807
J234,233,4524.872390582541,2259.4841567136705,2,0.1844215980273809
J235,234,1052.8169022073398,2322.9668769255095,2,0.1906080814028079
J236,235,388.1756308128326,3355.1605709846253,2,0.12421561192422707
J237,236,7496.540615348383,6951.092253837781,2,0.19104184069314878
J238,237,8453.333620972822,7116.842273811466,1,0.08108911693086752
J239,238,2659.8770645160917,5537.877580466485,1,0.13811711087636455
J240,239,4360.527223775811,7884.500169551015,1,0.09974574753381558
J241,240,6420.031855148871,9651.408113105443,3,0.16789245746356368
J242,241,2169.9553046689257,8800.452016847474,2,0.0891667306920536
J243,242,152.277065051315,2603.6865193175163,3,0.08494871233345666
J244,243,9446.978953420095,7461.513498049855,2,0.14693380324935446
J245,244,3268.7139654112584,8801.64797519946,2,0.13121810464997735
J246,245,3285.537257882276,2391.6775270885914,3,0.20882832251995936
J247,246,9075.68394034564,6306.960427886091,1,0.19642170062448416
J248,247,6928.4296022102735,6652.362334841539,3,0.24511893864091833
J249,248,9790.13409736424,4694.929456125237,1,0.224659608128788
J250,249,8397.112677292398,6976.182088731356,1,0.23751855680710848
J251,250,8575.227560588477,4372.140091337005,3,0.2733999525848258
J252,251,7246.233242290353,5703.404760715268,2,0.16569362363329898
J253,252,3077.5083444418306,2119.6610772284153,1,0.15174964590779688
J254,253,6226.220696071706,778.0234936777175,3,0.2966403987163451
J255,254,9107.897294427905,1445.9491545642622,3,0.11288189278929565
J256,255,269.02549802460095,1066.7837874568365,1,0.23931427013960166
J257,256,9289.488357440476,3448.636828169828,3,0.22150827893499647
J258,257,1418.4158817484838,287.32627860232117,2,0.0896333746721489
J259,258,416.494394719763,6926.252144839221,3,0.2637636995114566
J260,259,6338.781270581954,6970.077236579931,1,0.2762273182932724
J261,260,7367.852631709655,657.6526803149263,3,0.21801306735302384
J262,261,8175.616260958444,8195.633331976394,2,0.2414474671649316
J263,262,8912.802164566774,659.4841837670351,3,0.2586881614567267
J264,263,8677.922692579967,9144.087784830215,2,0.11064767420422494
J265,264,9443.258001196582,1071.158889426097,1,0.1952266025962738
J266,265,2057.234138485822,1119.697245498048,2,0.19096163127620136
J267,266,344.2682288029386,8477.172472410746,1,0.2636862705561458
J268,267,8120.190184843217,6341.727531512805,3,0.25702907326472957
J269,268,8250.602688746632,6315.364959259273,3,0.26181000673043564
J270,269,2873.6508993145326,998.7709025035596,3,0.2084935336973725
J271,270,978.6181741928524,7573.638979071393,2,0.2764225420092117
J272,271,2049.9343644424816,3191.3887960103007,3,0.2302369812901101
J273,272,4237.653856065841,209.1846131459474,1,0.2325317497658413
J274,273,2567.02266112696,2825.9322083300376,3,0.13058695851802954
J275,274,3208.281902167014,9639.991715700056,1,0.08685531578369186
J276,275,5037.373190826384,8513.773254129943,1,0.10928050354247072
J277,276,6182.758565668381,309.81360294340953,2,0.15935564481536696
J278,277,4129.209371749185,4364.495837585803,3,0.10308162363511335
J279,278,7730.258859567307,3467.816670905177,1,0.26388066395599363
J280,279,7046.594697841785,5378.805441118585,1,0.20287599422910563
J281,280,2165.742569743847,8622.393222736551,3,0.21810876387465705
J282,281,908.8954012498929,8198.111525707667,2,0.2177698209652129
J283,282,1703.7126001758484,12.990573313513831,2,0.2297461187377805
J284,283,9778.657038060166,43.61669330326223,3,0.18764474926914598
J285,284,4908.229939318374,4914.840958655472,1,0.08072915196812655
J286,285,7967.718975643805,1845.1920127239962,1,0.25549346145558754
J287,286,4945.816665333125,3471.8567846124324,2,0.24461838144921527
J288,287,8318.358400101979,2605.750827342822,2,0.1906536315197398
J289,288,9438.69889966364,2837.2975301177007,2,0.1977439591305496
J290,289,4983.156037762092,1099.2324306600776,1,0.225045887646957
J291,290,6365.316716343875,808.8259764233007,3,0.09453107836887342
J292,291,7879.140748911739,6971.583408210772,3,0.24209343227929508
J293,292,7869.331322949968,6279.322007793502,2,0.1354825769217918
J294,293,3556.1706196627365,4012.7056783813673,2,0.09637899999431816
J295,294,3945.994592595228,8904.074411483087,3,0.13842280888298775
J296,295,861.7290423907331,8884.487870772384,2,0.24045370836866725
J297,296,251.74031942710172,2061.1678289727142,2,0.12514785595805902
J298,297,2631.9542101070915,9012.156840036583,1,0.24276229011256317
J299,298,8839.786323215367,2335.7557463586386,1,0.2946617207026095
J300,299,4609.080115473309,5315.445854819442,1,0.18866873134685214
